supplierContactID~ID~supplierCompanyProfileID~supplierFacilityProfileID~namePrefix~contactFirstName~contactMiddleName~contactLastName~contactType~jobTitle~emailAddress~phoneNumber~mobileNumber~fax~contactAddressID~LastUpdatedBy~DocumentKey~LastUpdatedUTC~WasDeleted
'1'~'1'~'0'~'1137'~''~'Puru    115799'~''~'S    115799'~'0'~''~'psampangi    115799@1worldsync.com'~'    115799'~'    115799'~'    115799'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'0D3D0CBD-D93D-4D44-93D6-FB8F02FA773E'~'2014-01-29 22:10:53'~'false'
'2'~'2'~'0'~'1137'~''~'Puru    115800'~''~'S    115800'~'0'~''~'psampangi    115800@1worldsync.com'~'    115800'~'    115800'~'    115800'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'0D3D0CBD-D93D-4D44-93D6-FB8F02FA773E'~'2014-01-29 22:11:27'~'false'
'3'~'3'~'0'~'1137'~''~'Puru    115801'~''~'S    115801'~'0'~''~'psampangi    115801@1worldsync.com'~'    115801'~'    115801'~'    115801'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'0D3D0CBD-D93D-4D44-93D6-FB8F02FA773E'~'2014-01-29 22:15:30'~'false'
'4'~'4'~'0'~'1137'~''~'Puru    115802'~''~'S    115802'~'0'~''~'psampangi    115802@1worldsync.com'~'    115802'~'    115802'~'    115802'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'0D3D0CBD-D93D-4D44-93D6-FB8F02FA773E'~'2014-01-29 22:16:05'~'false'
'5'~'5'~'49'~'0'~''~'Puru    115803'~''~'S    115803'~'0'~''~'psampangi    115803@1worldsync.com'~'    115803'~'    115803'~'    115803'~'0'~'66FC0F36-1060-4CDE-8AF7-7CF4DC076154'~'B17B9DCA-BE38-4D9D-92C6-95594B674FEF'~'2014-01-30 15:36:05'~'false'
'6'~'6'~'13'~'0'~'0'~'Puru    115804'~'Mo'~'S    115804'~'2'~'QA Manager'~'psampangi    115804@1worldsync.com'~'    115804'~'    115804'~'    115804'~'11215'~'B8268BDA-4B63-4961-9AB6-8B8128756D1A'~'B17B9DCA-BE38-4D9D-92C6-95594B674FEF'~'2014-01-30 15:44:49'~'false'
'7'~'7'~'68'~'0'~''~'Puru    115805'~''~'S    115805'~'0'~''~'psampangi    115805@1worldsync.com'~'    115805'~'    115805'~'    115805'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'F4DE5BF0-D6C7-45BF-B80F-0316F7E3051E'~'2014-01-30 19:55:37'~'false'
'8'~'8'~'68'~'0'~''~'Puru    115806'~''~'S    115806'~'0'~''~'psampangi    115806@1worldsync.com'~'    115806'~'    115806'~'    115806'~'0'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'F4DE5BF0-D6C7-45BF-B80F-0316F7E3051E'~'2014-01-30 19:55:58'~'false'
'9'~'9'~'1174'~'0'~'0'~'Puru    115807'~''~'S    115807'~'1'~''~'psampangi    115807@1worldsync.com'~'    115807'~'    115807'~'    115807'~'11216'~'9177B279-35AE-4362-9F8C-CF2966F5657D'~'CA3EDDA2-D400-46B4-B56B-533B05EAB38A'~'2014-01-30 20:11:21'~'false'
'10'~'10'~'1174'~'0'~'0'~'Puru    115808'~'aa'~'S    115808'~'2'~''~'psampangi    115808@1worldsync.com'~'    115808'~'    115808'~'    115808'~'11217'~'9177B279-35AE-4362-9F8C-CF2966F5657D'~'CA3EDDA2-D400-46B4-B56B-533B05EAB38A'~'2014-01-30 20:12:06'~'false'
'10'~'11'~'1174'~'0'~'0'~'Puru    115809'~'aa'~'S    115809'~'2'~''~'psampangi    115809@1worldsync.com'~'    115809'~'    115809'~'    115809'~'11217'~'9177B279-35AE-4362-9F8C-CF2966F5657D'~'CA3EDDA2-D400-46B4-B56B-533B05EAB38A'~'2014-01-30 20:12:48'~'false'
'10'~'12'~'1174'~'0'~'0'~'Puru    115810'~'aa'~'S    115810'~'2'~''~'psampangi    115810@1worldsync.com'~'    115810'~'    115810'~'    115810'~'11217'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'~'CA3EDDA2-D400-46B4-B56B-533B05EAB38A'~'2014-01-30 20:13:52'~'false'
'6'~'13'~'13'~'0'~'1'~'Puru    115811'~'Mo'~'S    115811'~'2'~'QA Manager'~'psampangi    115811@1worldsync.com'~'    115811'~'    115811'~'    115811'~'11215'~'B8268BDA-4B63-4961-9AB6-8B8128756D1A'~'A106DFFE-822C-4477-BD82-EC3ADA83852C'~'2014-02-03 15:36:26'~'false'
'11'~'14'~'0'~'95'~'1'~'Puru    115812'~''~'S    115812'~'2'~'Admin. Manager'~'psampangi    115812@1worldsync.com'~'    115812'~'    115812'~'    115812'~'11241'~'B8268BDA-4B63-4961-9AB6-8B8128756D1A'~'59879499-399E-4803-A7CC-DA0771982F0E'~'2014-02-03 17:20:58'~'false'
'12'~'15'~'0'~'95'~'1'~'Puru    115813'~''~'S    115813'~'1'~'Facility Manager'~'psampangi    115813@1worldsync.com'~'    115813'~'    115813'~'    115813'~'11242'~'B8268BDA-4B63-4961-9AB6-8B8128756D1A'~'59879499-399E-4803-A7CC-DA0771982F0E'~'2014-02-03 17:22:26'~'false'
'6'~'16'~'13'~'0'~'1'~'Puru    115814'~'Mo'~'S    115814'~'2'~'QA Manager'~'psampangi    115814@1worldsync.com'~'    115814'~'    115814'~'    115814'~'11215'~'B8268BDA-4B63-4961-9AB6-8B8128756D1A'~'59879499-399E-4803-A7CC-DA0771982F0E'~'2014-02-03 17:30:37'~'false'
'13'~'17'~'1155'~'0'~'1'~'Puru    115815'~''~'S    115815'~'2'~'Master Data Manager'~'psampangi    115815@1worldsync.com'~'    115815'~'    115815'~'    115815'~'11253'~'C483E675-09B5-406D-991F-940BDC283BE6'~'923AA947-FDA3-4405-9B7D-4EF94DBCC288'~'2014-02-05 05:33:39'~'false'
'14'~'18'~'0'~'2244'~'1'~'Puru    115816'~''~'S    115816'~'1'~'Facility Manager'~'psampangi    115816@1worldsync.com'~'    115816'~'    115816'~'    115816'~'11254'~'C483E675-09B5-406D-991F-940BDC283BE6'~'923AA947-FDA3-4405-9B7D-4EF94DBCC288'~'2014-02-05 05:38:33'~'false'
'15'~'19'~'0'~'2255'~'2'~'Puru    115817'~''~'S    115817'~'1'~'Facility Manager'~'psampangi    115817@1worldsync.com'~'    115817'~'    115817'~'    115817'~'11255'~'C483E675-09B5-406D-991F-940BDC283BE6'~'923AA947-FDA3-4405-9B7D-4EF94DBCC288'~'2014-02-05 05:42:09'~'false'
'16'~'20'~'0'~'2282'~'1'~'Puru    115818'~''~'S    115818'~'1'~'Facility Manager'~'psampangi    115818@1worldsync.com'~'    115818'~'    115818'~'    115818'~'11256'~'C483E675-09B5-406D-991F-940BDC283BE6'~'923AA947-FDA3-4405-9B7D-4EF94DBCC288'~'2014-02-05 05:45:36'~'false'
'17'~'21'~'1168'~'0'~'1'~'Puru    115819'~''~'S    115819'~'2'~'Master Data Manager'~'psampangi    115819@1worldsync.com'~'    115819'~'    115819'~'    115819'~'11287'~'D00366AF-8AB6-48F9-9054-0294A9326786'~'A9CB5C1C-EADB-41EE-8BFC-541EB6A0F2A4'~'2014-02-06 14:29:33'~'false'
'18'~'22'~'1178'~'0'~''~'Puru    115820'~''~'S    115820'~'0'~''~'psampangi    115820@1worldsync.com'~'    115820'~'    115820'~'    115820'~'0'~'730332F9-4591-4120-A797-3D08350C4498'~'BE1F669E-32BC-49A0-AD62-04176EFE852C'~'2014-02-07 07:46:26'~'false'
'18'~'23'~'1178'~'0'~''~'Puru    115821'~''~'S    115821'~'0'~''~'psampangi    115821@1worldsync.com'~'    115821'~'    115821'~'    115821'~'0'~'730332F9-4591-4120-A797-3D08350C4498'~'BE1F669E-32BC-49A0-AD62-04176EFE852C'~'2014-02-07 07:46:52'~'false'
'19'~'24'~'24'~'0'~'1'~'Puru    115822'~'k'~'S    115822'~'1'~'eng'~'psampangi    115822@1worldsync.com'~'    115822'~'    115822'~'    115822'~'11295'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'BE1F669E-32BC-49A0-AD62-04176EFE852C'~'2014-02-07 07:49:20'~'false'
'18'~'25'~'1178'~'0'~''~'Puru    115823'~''~'S    115823'~'0'~''~'psampangi    115823@1worldsync.com'~'    115823'~'    115823'~'    115823'~'0'~'730332F9-4591-4120-A797-3D08350C4498'~'CC130D27-2981-4337-B449-6DFD79ABC19D'~'2014-02-10 08:58:57'~'false'
'20'~'26'~'24'~'0'~'1'~'Puru    115824'~'d'~'S    115824'~'3'~''~'psampangi    115824@1worldsync.com'~'    115824'~'    115824'~'    115824'~'11309'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'CC130D27-2981-4337-B449-6DFD79ABC19D'~'2014-02-10 09:01:29'~'false'
'21'~'27'~'1154'~'0'~'1'~'Puru    115825'~''~'S    115825'~'2'~'Master Data Manager'~'psampangi    115825@1worldsync.com'~'    115825'~'    115825'~'    115825'~'11315'~'54187702-26EB-4EA1-B86D-16E88AF33B3D'~'1A16288A-682E-4919-A658-E62971A54B6F'~'2014-02-10 13:16:32'~'false'
'22'~'28'~'24'~'0'~'1'~'Puru    115826'~'pp'~'S    115826'~'1'~''~'psampangi    115826@1worldsync.com'~'    115826'~'    115826'~'    115826'~'11316'~'1CAC7EBC-236C-421F-A1AE-C91ABFD226A2'~'B18867E3-DE03-482C-9BA8-77DE69851C71'~'2014-02-11 05:56:29'~'false'
'23'~'29'~'0'~'2263'~'1'~'Puru    115827'~'Morgan'~'S    115827'~'2'~'Master Data Manager'~'psampangi    115827@1worldsync.com'~'    115827'~'    115827'~'    115827'~'11329'~'D00366AF-8AB6-48F9-9054-0294A9326786'~'64273AED-3AA9-4293-9081-DE9F7F2D54D5'~'2014-02-12 14:44:04'~'false'
'24'~'30'~'1169'~'0'~'1'~'Puru    115828'~''~'S    115828'~'2'~'Master Data Manager'~'psampangi    115828@1worldsync.com'~'    115828'~'    115828'~'    115828'~'11343'~'23D4178E-ED57-4560-8B91-33CEB41CA2C2'~'F364D95B-935D-4646-98FC-D9EF7449EC45'~'2014-02-14 02:40:37'~'false'
'25'~'31'~'1136'~'0'~'1'~'Puru    115829'~'test'~'S    115829'~'1'~'ctstest'~'psampangi    115829@1worldsync.com'~'    115829'~'    115829'~'    115829'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'43A2D1F6-E84A-40B3-B663-47E28E8B2859'~'2014-02-14 04:24:28'~'false'
'25'~'32'~'1136'~'0'~'1'~'Puru    115830'~'test'~'S    115830'~'1'~'ctstest'~'psampangi    115830@1worldsync.com'~'    115830'~'    115830'~'    115830'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'067A2CB1-7AA3-4837-9B5B-F27064341413'~'2014-02-14 04:28:51'~'false'
'25'~'33'~'1136'~'0'~'1'~'Puru    115831'~'test'~'S    115831'~'1'~'ctstest'~'psampangi    115831@1worldsync.com'~'    115831'~'    115831'~'    115831'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'E9BA5C4A-B807-490B-A06B-B71DA89CC056'~'2014-02-14 04:30:00'~'false'
'25'~'34'~'1136'~'0'~'1'~'Puru    115832'~'test'~'S    115832'~'1'~'ctstest'~'psampangi    115832@1worldsync.com'~'    115832'~'    115832'~'    115832'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'F293224C-BD28-4B9E-A97E-53ACC9E68DC1'~'2014-02-14 07:57:42'~'false'
'25'~'35'~'1136'~'0'~'1'~'Puru    115833'~'test'~'S    115833'~'1'~'ctstest'~'psampangi    115833@1worldsync.com'~'    115833'~'    115833'~'    115833'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'47227A10-269A-4B21-ACEE-B8509E2CD92B'~'2014-02-14 07:59:29'~'false'
'25'~'36'~'1136'~'0'~'1'~'Puru    115834'~'test'~'S    115834'~'1'~'ctstest'~'psampangi    115834@1worldsync.com'~'    115834'~'    115834'~'    115834'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'2F1EA3CD-2A73-4F11-AE2C-E1D076545109'~'2014-02-14 08:05:08'~'false'
'25'~'37'~'1136'~'0'~'1'~'Puru    115835'~'test'~'S    115835'~'1'~'ctstest'~'psampangi    115835@1worldsync.com'~'    115835'~'    115835'~'    115835'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'2F1EA3CD-2A73-4F11-AE2C-E1D076545109'~'2014-02-14 08:05:12'~'false'
'25'~'38'~'1136'~'0'~'1'~'Puru    115836'~'http://safiles.cenzic.com/external/rfi/php/chs_rfi_testscript'~'S    115836'~'1'~'ctstest'~'psampangi    115836@1worldsync.com'~'    115836'~'    115836'~'    115836'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'2F1EA3CD-2A73-4F11-AE2C-E1D076545109'~'2014-02-14 08:05:13'~'false'
'25'~'39'~'1136'~'0'~'1'~'Puru    115837'~'test'~'S    115837'~'1'~'ctstest'~'psampangi    115837@1worldsync.com'~'    115837'~'    115837'~'    115837'~'11348'~'BF827E7F-F6A8-46B0-B260-6CB4965950B3'~'2F1EA3CD-2A73-4F11-AE2C-E1D076545109'~'2014-02-14 08:05:15'~'false'
