ID~EmailAddress~Type~Language~Sent~SentUTC~MaxAttemptsReached~MaxAttemptsReachedUTC~GeneratedBy~CreatedUTC~EntityID~ProcStepTypeID~StatusID~EntityTypeID~ChildEntityIDs
'312'~'psampangi     82931@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~~~~~'2013-10-24 11:33:09'~'38'~~~'2'~'38,39,40,41,42,43,62,63,64,65,66,67,56,57,58,59,60,61,50,51,52,53,54,55,44,45,46,47,48,49'
'313'~'psampangi     82932@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~~~~~'2013-10-24 11:42:40'~'38'~~~'2'~'38,39,40,42,43,44,63,64,65,66,67,57,58,59,60,61,62,51,52,53,54,55,56,45,46,47,48,49,50'
'314'~'psampangi     82933@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 11:58:18'~'38'~~~'2'~'38,39,40,41,42,43,62,63,64,65,66,67,56,57,58,59,60,61,50,51,52,53,54,55,44,45,46,47,48,49'
'315'~'psampangi     82934@1worldsync.com'~'McD QA_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 11:58:18'~'38'~~~'2'~'38,39,40,41,42,43,62,63,64,65,66,67,56,57,58,59,60,61,50,51,52,53,54,55,44,45,46,47,48,49'
'316'~'psampangi     82935@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~~~~~'2013-10-24 18:17:39'~'19'~~~'1'~
'317'~'psampangi     82936@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~~~~~'2013-10-24 18:25:48'~'31'~~~'2'~'31,32'
'318'~'psampangi     82937@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~~~~~'2013-10-24 18:27:17'~'19'~~~'1'~
'319'~'psampangi     82938@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~~~~~'2013-10-24 18:30:50'~'31'~~~'2'~'31,32'
'320'~'psampangi     82939@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 18:33:59'~'19'~~~'1'~
'321'~'psampangi     82940@1worldsync.com'~'McD Purchasing_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 18:33:59'~'19'~~~'1'~
'322'~'psampangi     82941@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 18:34:16'~'31'~~~'2'~'31,32'
'323'~'psampangi     82942@1worldsync.com'~'McD QA_COMPLETED VALIDATION'~'en_us'~'true'~~~~~'2013-10-24 18:34:16'~'31'~~~'2'~'31,32'
'327'~'psampangi     82943@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~~~~~'2013-10-28 20:33:07'~'19'~~~'1'~
'328'~'psampangi     82944@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~~~~~'2013-10-28 20:46:59'~'31'~~~'2'~'31'
'329'~'psampangi     82945@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-10-29 18:35:02'~~~~'2013-10-29 15:20:15'~'31'~~~'2'~'31'
'330'~'psampangi     82946@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-29 18:35:02'~~~~'2013-10-29 15:39:13'~'32'~~~'2'~'32'
'331'~'psampangi     82947@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 13:13:50'~~~~'2013-10-29 15:39:40'~'19'~~~'1'~
'332'~'psampangi     82948@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-10-30 13:13:50'~~~~'2013-10-29 15:41:11'~'32'~~~'2'~'32'
'333'~'psampangi     82949@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-10-30 13:13:50'~~~~'2013-10-29 15:41:28'~'19'~~~'1'~
'334'~'psampangi     82950@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-10-30 18:18:51'~~~~'2013-10-29 19:13:20'~'19'~~~'1'~
'335'~'psampangi     82951@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-30 11:03:49'~~~~'2013-10-30 10:59:14'~'19'~~~'1'~
'336'~'psampangi     82952@1worldsync.com'~'Global Steward_Inactive'~'en_us'~'true'~'2013-10-30 11:13:49'~~~~'2013-10-30 11:11:33'~'31'~~~'2'~
'337'~'psampangi     82953@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 11:33:49'~~~~'2013-10-30 11:31:47'~'19'~~~'1'~
'338'~'psampangi     82954@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 11:43:49'~~~~'2013-10-30 11:42:51'~'32'~~~'2'~'32,31'
'339'~'psampangi     82955@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-30 11:53:49'~~~~'2013-10-30 11:50:30'~'19'~~~'1'~
'340'~'psampangi     82956@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-30 11:53:49'~~~~'2013-10-30 11:51:54'~'19'~~~'1'~
'341'~'psampangi     82957@1worldsync.com'~'Global Steward_Inactive'~'en_us'~'true'~'2013-10-30 11:53:49'~~~~'2013-10-30 11:53:33'~'32'~~~'2'~
'342'~'psampangi     82958@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 11:58:49'~~~~'2013-10-30 11:53:57'~'31'~~~'2'~'31'
'343'~'psampangi     82959@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 11:58:49'~~~~'2013-10-30 11:55:15'~'32'~~~'2'~'32'
'344'~'psampangi     82960@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 11:58:49'~~~~'2013-10-30 11:55:26'~'19'~~~'1'~
'345'~'psampangi     82961@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-10-30 12:38:49'~~~~'2013-10-30 12:34:08'~'19'~~~'1'~
'346'~'psampangi     82962@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-10-30 12:38:50'~~~~'2013-10-30 12:34:25'~'31'~~~'2'~'31,32'
'347'~'psampangi     82963@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-30 12:48:49'~~~~'2013-10-30 12:44:04'~'32'~~~'2'~'32'
'348'~'psampangi     82964@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-10-30 18:18:51'~~~~'2013-10-30 14:02:34'~'19'~~~'1'~
'349'~'psampangi     82965@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-10-30 18:18:51'~~~~'2013-10-30 14:42:35'~'32'~~~'2'~'32'
'350'~'psampangi     82966@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-10-30 18:18:51'~~~~'2013-10-30 14:58:10'~'31'~~~'2'~'31,32'
'351'~'psampangi     82967@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-10-30 19:58:51'~~~~'2013-10-30 19:57:32'~'19'~~~'1'~
'352'~'psampangi     82968@1worldsync.com'~'McD Purchasing_COMPLETED VALIDATION'~'en_us'~'true'~'2013-10-30 19:58:51'~~~~'2013-10-30 19:57:32'~'19'~~~'1'~
'353'~'psampangi     82969@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-10-30 20:08:51'~~~~'2013-10-30 20:05:50'~'31'~~~'2'~'31,32'
'354'~'psampangi     82970@1worldsync.com'~'McD QA_COMPLETED VALIDATION'~'en_us'~'true'~'2013-10-30 20:08:51'~~~~'2013-10-30 20:05:50'~'31'~~~'2'~'31,32'
'355'~'psampangi     82971@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-30 23:43:52'~~~~'2013-10-30 23:40:46'~'23'~~~'1'~
'356'~'psampangi     82972@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-31 05:08:53'~~~~'2013-10-31 05:06:19'~'24'~~~'1'~
'357'~'psampangi     82973@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-10-31 05:13:53'~~~~'2013-10-31 05:12:44'~'25'~~~'1'~
'358'~'psampangi     82974@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-10-31 05:28:53'~~~~'2013-10-31 05:28:30'~'25'~~~'1'~
'359'~'psampangi     82975@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-10-31 05:28:53'~~~~'2013-10-31 05:28:30'~'24'~~~'1'~
'360'~'psampangi     82976@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-10-31 06:58:53'~~~~'2013-10-31 06:58:24'~'19'~~~'1'~
'361'~'psampangi     82977@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-10-31 09:23:53'~~~~'2013-10-31 09:21:40'~'70'~~~'2'~'70'
'363'~'psampangi     82978@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 11:38:46'~~~~'2013-11-05 11:38:19'~'27'~~~'1'~
'364'~'psampangi     82979@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 11:48:45'~~~~'2013-11-05 11:45:31'~'28'~~~'1'~
'365'~'psampangi     82980@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-05 11:58:45'~~~~'2013-11-05 11:55:50'~'27'~~~'1'~
'366'~'psampangi     82981@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-05 11:58:45'~~~~'2013-11-05 11:55:50'~'28'~~~'1'~
'367'~'psampangi     82982@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-05 11:58:45'~~~~'2013-11-05 11:56:27'~'27'~~~'1'~
'368'~'psampangi     82983@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-05 11:58:45'~~~~'2013-11-05 11:56:27'~'28'~~~'1'~
'369'~'psampangi     82984@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 12:18:45'~~~~'2013-11-05 12:16:39'~'29'~~~'1'~
'370'~'psampangi     82985@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 12:38:46'~~~~'2013-11-05 12:34:52'~'30'~~~'1'~
'371'~'psampangi     82986@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 12:48:45'~~~~'2013-11-05 12:45:05'~'31'~~~'1'~
'372'~'psampangi     82987@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-05 12:48:45'~~~~'2013-11-05 12:45:05'~'32'~~~'1'~
'374'~'psampangi     82988@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:49'~~~~'2013-11-06 10:16:01'~'25'~~~'1'~
'375'~'psampangi     82989@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:49'~~~~'2013-11-06 10:16:01'~'23'~~~'1'~
'376'~'psampangi     82990@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:49'~~~~'2013-11-06 10:16:01'~'27'~~~'1'~
'377'~'psampangi     82991@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:50'~~~~'2013-11-06 10:16:01'~'28'~~~'1'~
'378'~'psampangi     82992@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:50'~~~~'2013-11-06 10:16:33'~'25'~~~'1'~
'379'~'psampangi     82993@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:50'~~~~'2013-11-06 10:16:33'~'23'~~~'1'~
'380'~'psampangi     82994@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:50'~~~~'2013-11-06 10:16:33'~'27'~~~'1'~
'381'~'psampangi     82995@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:18:50'~~~~'2013-11-06 10:16:33'~'28'~~~'1'~
'382'~'psampangi     82996@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:23:49'~~~~'2013-11-06 10:19:08'~'27'~~~'1'~
'383'~'psampangi     82997@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 10:23:49'~~~~'2013-11-06 10:19:08'~'28'~~~'1'~
'384'~'psampangi     82998@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-06 10:43:49'~~~~'2013-11-06 10:43:14'~'24'~~~'1'~
'385'~'psampangi     82999@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 17:03:50'~~~~'2013-11-06 17:03:05'~'19'~~~'1'~
'386'~'psampangi     83000@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-06 21:33:51'~~~~'2013-11-06 21:29:02'~'33'~~~'1'~
'387'~'psampangi     83001@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-06 22:13:51'~~~~'2013-11-06 22:09:37'~'33'~~~'1'~
'388'~'psampangi     83002@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-11-06 22:18:52'~~~~'2013-11-06 22:14:47'~'33'~~~'1'~
'389'~'psampangi     83003@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-06 22:28:51'~~~~'2013-11-06 22:26:46'~'33'~~~'1'~
'390'~'psampangi     83004@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-06 22:33:52'~~~~'2013-11-06 22:29:59'~'33'~~~'1'~
'391'~'psampangi     83005@1worldsync.com'~'McD Purchasing_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-06 22:33:52'~~~~'2013-11-06 22:29:59'~'33'~~~'1'~
'392'~'psampangi     83006@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 04:59:28'~'81'~~~'2'~'81'
'393'~'psampangi     83007@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:00:18'~'33'~~~'1'~
'394'~'psampangi     83008@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:02:14'~'81'~~~'2'~'81'
'395'~'psampangi     83009@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:02:29'~'33'~~~'1'~
'396'~'psampangi     83010@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:02:53'~'33'~~~'1'~
'397'~'psampangi     83011@1worldsync.com'~'McD Purchasing_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:02:53'~'33'~~~'1'~
'398'~'psampangi     83012@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-07 05:03:53'~~~~'2013-11-07 05:03:33'~'81'~~~'2'~'81'
'399'~'psampangi     83013@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-07 05:08:53'~~~~'2013-11-07 05:04:12'~'81'~~~'2'~'81'
'400'~'psampangi     83014@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 05:08:54'~~~~'2013-11-07 05:04:52'~'81'~~~'2'~'81'
'401'~'psampangi     83015@1worldsync.com'~'McD QA_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 05:08:54'~~~~'2013-11-07 05:04:52'~'81'~~~'2'~'81'
'402'~'psampangi     83016@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-07 06:48:53'~~~~'2013-11-07 06:45:43'~'73'~~~'2'~'73,74,75,80'
'409'~'psampangi     83017@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-07 08:33:53'~~~~'2013-11-07 08:32:38'~'37'~~~'1'~
'410'~'psampangi     83018@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-07 08:33:53'~~~~'2013-11-07 08:33:46'~'38'~~~'1'~
'411'~'psampangi     83019@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-11-07 08:43:53'~~~~'2013-11-07 08:41:44'~'24'~~~'1'~
'412'~'psampangi     83020@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-07 08:53:54'~~~~'2013-11-07 08:53:13'~'39'~~~'1'~
'414'~'psampangi     83021@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-07 11:48:53'~~~~'2013-11-07 11:44:27'~'41'~~~'1'~
'416'~'psampangi     83022@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-07 12:23:54'~~~~'2013-11-07 12:23:32'~'38'~~~'1'~
'417'~'psampangi     83023@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-11-07 13:18:54'~~~~'2013-11-07 13:17:52'~'70'~~~'2'~'70'
'418'~'psampangi     83024@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-11-07 22:28:57'~~~~'2013-11-07 22:28:24'~'33'~~~'1'~
'419'~'psampangi     83025@1worldsync.com'~'McD QA_PENDING McD QA REVIEW'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:29:41'~'81'~~~'2'~'81'
'420'~'psampangi     83026@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:30:06'~'33'~~~'1'~
'421'~'psampangi     83027@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:31:58'~'81'~~~'2'~'81'
'422'~'psampangi     83028@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:32:18'~'33'~~~'1'~
'423'~'psampangi     83029@1worldsync.com'~'McD Purchasing_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:32:18'~'33'~~~'1'~
'424'~'psampangi     83030@1worldsync.com'~'Supplier_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:32:38'~'81'~~~'2'~'81'
'425'~'psampangi     83031@1worldsync.com'~'McD QA_COMPLETED VALIDATION'~'en_us'~'true'~'2013-11-07 22:33:56'~~~~'2013-11-07 22:32:38'~'81'~~~'2'~'81'
'426'~'psampangi     83032@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-08 06:38:58'~~~~'2013-11-08 06:35:11'~'19'~~~'1'~
'427'~'psampangi     83033@1worldsync.com'~'McD Purchasing_PENDING McD PURCHASING REVIEW'~'en_us'~'true'~'2013-11-08 06:58:57'~~~~'2013-11-08 06:55:01'~'19'~~~'1'~
'428'~'psampangi     83034@1worldsync.com'~'HGS_PENDING HGS REVIEW'~'en_us'~'true'~'2013-11-08 06:58:57'~~~~'2013-11-08 06:57:14'~'19'~~~'1'~
'432'~'psampangi     83035@1worldsync.com'~'Supplier_PENDING SUPPLIER REVIEW'~'en_us'~'true'~'2013-11-08 07:13:57'~~~~'2013-11-08 07:11:25'~'45'~~~'1'~
'437'~'psampangi     83036@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-08 08:08:58'~~~~'2013-11-08 08:06:54'~'24'~~~'1'~
'438'~'psampangi     83037@1worldsync.com'~'ISS_PENDING ISS REVIEW'~'en_us'~'true'~'2013-11-08 08:13:57'~~~~'2013-11-08 08:09:32'~'80'~~~'2'~'80'
'439'~'psampangi     83038@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-08 09:48:58'~~~~'2013-11-08 09:48:15'~'25'~~~'1'~
'440'~'psampangi     83039@1worldsync.com'~'Supplier_Pending'~'en_us'~'true'~'2013-11-08 09:48:58'~~~~'2013-11-08 09:48:15'~'24'~~~'1'~
